token,tag
overall how many curtain walls elements are there,sentence
in,O
total,O
overall,O
how,O
many,O
stair,B_built_obj
railing,I_built_obj
objects,O
are,O
modeled,O
in total overall how many stair railing objects are modeled,sentence
",",O
tell,O
me,O
how,O
many,O
finishing,B_built_obj
items,O
are,O
available,O
?,O
", tell me how many finishing items are available ?",sentence
",",O
tell,O
me,O
how,O
many,O
coverings,B_built_obj
is,O
there,O
", tell me how many coverings is there",sentence
in,O
total,O
overall,O
how,O
many,O
ramp,B_built_obj
flight,I_built_obj
are,O
available,O
in total overall how many ramp flight are available,sentence
in,O
total,O
overall,O
how,O
many,O
piles,B_built_obj
of,O
this,O
model,O
is,O
there,O
?,O
in total overall how many piles of this model is there ?,sentence
",",O
overall,O
how,O
many,O
curtain,B_built_obj
wall,I_built_obj
objects,O
are,O
there,O
", overall how many curtain wall objects are there",sentence
overall,O
how,O
many,O
railing,B_built_obj
elements,O
of,O
this,O
model,O
are,O
modeled,O
overall how many railing elements of this model are modeled,sentence
",",O
tell,O
me,O
how,O
many,O
railing,B_built_obj
of,O
this,O
model,O
that,O
exist,O
there,O
?,O
", tell me how many railing of this model that exist there ?",sentence
in,O
this,O
model,O
tell,O
me,O
how,O
many,O
roof,B_built_obj
that,O
exist,O
there,O
in this model tell me how many roof that exist there,sentence
how,O
many,O
structural,B_built_obj
member,I_built_obj
of,O
the,O
model,O
is,O
there,O
how many structural member of the model is there,sentence
in,O
total,O
overall,O
how,O
many,O
columns,B_built_obj
instances,O
are,O
there,O
in total overall how many columns instances are there,sentence
in,O
total,O
",",O
overall,O
how,O
many,O
curtain,B_built_obj
wall,I_built_obj
of,O
the,O
building,O
are,O
modeled,O
?,O
"in total , overall how many curtain wall of the building are modeled ?",sentence
how,O
many,O
doorway,B_built_obj
of,O
the,O
model,O
are,O
there,O
how many doorway of the model are there,sentence
how,O
many,O
stair,B_built_obj
flight,I_built_obj
of,O
the,O
building,O
are,O
available,O
how many stair flight of the building are available,sentence
in,O
total,O
tell,O
me,O
how,O
many,O
structural,B_built_obj
member,I_built_obj
exist,O
in total tell me how many structural member exist,sentence
in,O
total,O
",",O
overall,O
how,O
many,O
columns,B_built_obj
of,O
the,O
building,O
are,O
modeled,O
"in total , overall how many columns of the building are modeled",sentence
",",O
overall,O
how,O
many,O
wall,B_built_obj
items,O
are,O
modeled,O
", overall how many wall items are modeled",sentence
",",O
how,O
many,O
curtain,B_built_obj
wall,I_built_obj
objects,O
of,O
the,O
model,O
are,O
existing,O
", how many curtain wall objects of the model are existing",sentence
overall,O
how,O
many,O
structural,B_built_obj
member,I_built_obj
instances,O
are,O
existing,O
overall how many structural member instances are existing,sentence
overall,O
how,O
many,O
facade,B_built_obj
shading,I_built_obj
instances,O
of,O
the,O
building,O
is,O
there,O
overall how many facade shading instances of the building is there,sentence
in,O
total,O
overall,O
how,O
many,O
plates,B_built_obj
of,O
the,O
building,O
are,O
existing,O
?,O
in total overall how many plates of the building are existing ?,sentence
give,O
me,O
the,O
number,O
of,O
examples,O
of,O
structural,B_built_obj
members,I_built_obj
modeled,O
give me the number of examples of structural members modeled,sentence
return,O
the,O
number,O
of,O
railing,B_built_obj
there,O
for,O
this,O
project,O
return the number of railing there for this project,sentence
find,O
me,O
the,O
quantity,O
of,O
doorway,B_built_obj
there,O
in,O
total,O
find me the quantity of doorway there in total,sentence
what,O
is,O
the,O
number,O
of,O
door,B_built_obj
available,O
?,O
what is the number of door available ?,sentence
return,O
the,O
number,O
of,O
railings,B_built_obj
that,O
are,O
existing,O
return the number of railings that are existing,sentence
give,O
me,O
the,O
number,O
of,O
items,O
of,O
railing,B_built_obj
there,O
in,O
this,O
model,O
?,O
give me the number of items of railing there in this model ?,sentence
what,O
is,O
the,O
number,O
of,O
stairs,B_built_obj
cases,I_built_obj
that,O
are,O
modeled,O
what is the number of stairs cases that are modeled,sentence
what,O
is,O
the,O
number,O
of,O
shading,B_built_obj
elements,I_built_obj
that,O
are,O
existing,O
?,O
what is the number of shading elements that are existing ?,sentence
give,O
me,O
the,O
number,O
of,O
pile,B_built_obj
existing,O
in,O
this,O
building,O
give me the number of pile existing in this building,sentence
return,O
the,O
number,O
of,O
elements,O
of,O
doorway,B_built_obj
modeled,O
?,O
return the number of elements of doorway modeled ?,sentence
give,O
me,O
the,O
total,O
number,O
of,O
curtain,B_built_obj
walls,I_built_obj
there,O
for,O
this,O
project,O
give me the total number of curtain walls there for this project,sentence
return,O
the,O
number,O
of,O
member,B_built_obj
available,O
return the number of member available,sentence
print,O
the,O
total,O
quantity,O
of,O
elements,O
of,O
stair,B_built_obj
flight,I_built_obj
existing,O
in,O
this,O
building,O
print the total quantity of elements of stair flight existing in this building,sentence
return,O
the,O
number,O
of,O
doorway,B_built_obj
modeled,O
in,O
this,O
model,O
return the number of doorway modeled in this model,sentence
print,O
the,O
total,O
quantity,O
of,O
roofs,B_built_obj
there,O
print the total quantity of roofs there,sentence
print,O
the,O
total,O
quantity,O
of,O
elements,O
of,O
ramp,B_built_obj
flights,I_built_obj
available,O
in,O
this,O
model,O
print the total quantity of elements of ramp flights available in this model,sentence
what,O
is,O
the,O
number,O
of,O
wall,B_built_obj
there,O
for,O
this,O
project,O
what is the number of wall there for this project,sentence
give,O
me,O
the,O
number,O
of,O
items,O
of,O
structural,B_built_obj
member,I_built_obj
modeled,O
in,O
this,O
model,O
give me the number of items of structural member modeled in this model,sentence
print,O
the,O
total,O
quantity,O
of,O
elements,O
of,O
piles,B_built_obj
existing,O
for,O
this,O
project,O
print the total quantity of elements of piles existing for this project,sentence
return,O
the,O
number,O
of,O
items,O
of,O
stairs,B_built_obj
modeled,O
return the number of items of stairs modeled,sentence
give,O
me,O
the,O
number,O
of,O
items,O
of,O
beams,B_built_obj
existing,O
in,O
this,O
model,O
give me the number of items of beams existing in this model,sentence
what,O
is,O
the,O
number,O
of,O
piles,B_built_obj
that,O
are,O
existing,O
what is the number of piles that are existing,sentence
return,O
the,O
number,O
of,O
objects,O
of,O
window,B_built_obj
that,O
are,O
there,O
for,O
this,O
project,O
return the number of objects of window that are there for this project,sentence
print,O
the,O
total,O
quantity,O
of,O
footing,B_built_obj
that,O
are,O
available,O
print the total quantity of footing that are available,sentence
find,O
me,O
the,O
quantity,O
of,O
columns,B_built_obj
existing,O
in,O
this,O
model,O
find me the quantity of columns existing in this model,sentence
find,O
me,O
the,O
quantity,O
of,O
elements,O
of,O
facade,B_built_obj
shadings,I_built_obj
that,O
are,O
existing,O
in,O
total,O
find me the quantity of elements of facade shadings that are existing in total,sentence
return,O
the,O
number,O
of,O
footing,B_built_obj
there,O
return the number of footing there,sentence
give,O
me,O
the,O
number,O
of,O
finishings,B_built_obj
that,O
are,O
available,O
give me the number of finishings that are available,sentence
find,O
me,O
the,O
quantity,O
of,O
beams,B_built_obj
available,O
find me the quantity of beams available,sentence
return,O
the,O
number,O
of,O
elements,O
of,O
plate,B_built_obj
existing,O
return the number of elements of plate existing,sentence
give,O
me,O
the,O
total,O
number,O
of,O
examples,O
of,O
walls,B_built_obj
that,O
are,O
modeled,O
give me the total number of examples of walls that are modeled,sentence
what,O
is,O
the,O
number,O
of,O
staircase,B_built_obj
modeled,O
what is the number of staircase modeled,sentence
give,O
me,O
the,O
total,O
number,O
of,O
members,B_built_obj
there,O
in,O
this,O
model,O
give me the total number of members there in this model,sentence
find,O
me,O
the,O
quantity,O
of,O
examples,O
of,O
members,B_built_obj
there,O
in,O
total,O
find me the quantity of examples of members there in total,sentence
return,O
the,O
number,O
of,O
curtain,B_built_obj
walls,I_built_obj
modeled,O
return the number of curtain walls modeled,sentence
give,O
me,O
the,O
total,O
number,O
of,O
examples,O
of,O
railing,B_built_obj
that,O
are,O
modeled,O
in,O
this,O
building,O
?,O
give me the total number of examples of railing that are modeled in this building ?,sentence
give,O
me,O
the,O
number,O
of,O
examples,O
of,O
finishing,B_built_obj
modeled,O
in,O
this,O
model,O
give me the number of examples of finishing modeled in this model,sentence
find,O
me,O
the,O
quantity,O
of,O
objects,O
of,O
footing,B_built_obj
that,O
are,O
existing,O
?,O
find me the quantity of objects of footing that are existing ?,sentence
return,O
the,O
number,O
of,O
items,O
of,O
pile,B_built_obj
there,O
return the number of items of pile there,sentence
find,O
me,O
the,O
quantity,O
of,O
door,B_built_obj
that,O
are,O
there,O
for,O
this,O
project,O
find me the quantity of door that are there for this project,sentence
find,O
me,O
the,O
quantity,O
of,O
stairs,B_built_obj
available,O
for,O
this,O
project,O
?,O
find me the quantity of stairs available for this project ?,sentence
return,O
the,O
number,O
of,O
examples,O
of,O
windows,B_built_obj
that,O
are,O
modeled,O
in,O
this,O
building,O
return the number of examples of windows that are modeled in this building,sentence
print,O
the,O
total,O
quantity,O
of,O
pile,B_built_obj
there,O
for,O
this,O
project,O
print the total quantity of pile there for this project,sentence
return,O
the,O
number,O
of,O
curtain,B_built_obj
walls,I_built_obj
there,O
in,O
total,O
return the number of curtain walls there in total,sentence
give,O
me,O
the,O
total,O
number,O
of,O
items,O
of,O
roofs,B_built_obj
there,O
?,O
give me the total number of items of roofs there ?,sentence
find,O
me,O
the,O
quantity,O
of,O
items,O
of,O
finishing,B_built_obj
that,O
are,O
there,O
?,O
find me the quantity of items of finishing that are there ?,sentence
find,O
me,O
the,O
quantity,O
of,O
ramps,B_built_obj
that,O
are,O
available,O
in,O
total,O
find me the quantity of ramps that are available in total,sentence
return,O
the,O
number,O
of,O
ramp,B_built_obj
flights,I_built_obj
existing,O
return the number of ramp flights existing,sentence
give,O
me,O
the,O
total,O
number,O
of,O
objects,O
of,O
members,B_built_obj
modeled,O
give me the total number of objects of members modeled,sentence
what,O
is,O
the,O
number,O
of,O
slab,B_built_obj
that,O
are,O
existing,O
in,O
this,O
model,O
what is the number of slab that are existing in this model,sentence
in,O
this,O
model,O
",",O
overall,O
how,O
many,O
evaporative,B_mep_obj
cooler,I_mep_obj
elements,O
of,O
the,O
building,O
are,O
available,O
?,O
"in this model , overall how many evaporative cooler elements of the building are available ?",sentence
how,O
many,O
coolers,B_mep_obj
objects,O
are,O
existing,O
how many coolers objects are existing,sentence
",",O
tell,O
me,O
how,O
many,O
water,B_mep_obj
boiler,I_mep_obj
objects,O
of,O
the,O
model,O
are,O
available,O
?,O
", tell me how many water boiler objects of the model are available ?",sentence
overall,O
how,O
many,O
transformers,B_mep_obj
that,O
exist,O
there,O
overall how many transformers that exist there,sentence
how,O
many,O
solar,B_mep_obj
device,I_mep_obj
that,O
exist,O
there,O
how many solar device that exist there,sentence
how,O
many,O
power,B_mep_obj
generator,I_mep_obj
instances,O
of,O
this,O
model,O
is,O
there,O
?,O
how many power generator instances of this model is there ?,sentence
how,O
many,O
boiler,B_mep_obj
elements,O
of,O
the,O
model,O
are,O
there,O
how many boiler elements of the model are there,sentence
",",O
how,O
many,O
humidifiers,B_mep_obj
elements,O
of,O
the,O
model,O
that,O
exist,O
there,O
", how many humidifiers elements of the model that exist there",sentence
in,O
this,O
model,O
tell,O
me,O
how,O
many,O
electric,B_mep_obj
generator,I_mep_obj
elements,O
of,O
the,O
model,O
are,O
available,O
?,O
in this model tell me how many electric generator elements of the model are available ?,sentence
in,O
this,O
model,O
overall,O
how,O
many,O
engine,B_mep_obj
instances,O
of,O
the,O
building,O
are,O
available,O
?,O
in this model overall how many engine instances of the building are available ?,sentence
tell,O
me,O
how,O
many,O
engine,B_mep_obj
elements,O
exist,O
?,O
tell me how many engine elements exist ?,sentence
in,O
total,O
tell,O
me,O
how,O
many,O
burners,B_mep_obj
that,O
exist,O
there,O
in total tell me how many burners that exist there,sentence
in,O
total,O
overall,O
how,O
many,O
generators,B_mep_obj
of,O
the,O
building,O
exist,O
in total overall how many generators of the building exist,sentence
overall,O
how,O
many,O
cooling,B_mep_obj
tower,I_mep_obj
of,O
this,O
model,O
are,O
available,O
overall how many cooling tower of this model are available,sentence
in,O
this,O
model,O
overall,O
how,O
many,O
chiller,B_mep_obj
items,O
of,O
the,O
model,O
are,O
existing,O
in this model overall how many chiller items of the model are existing,sentence
overall,O
how,O
many,O
humidifier,B_mep_obj
of,O
this,O
model,O
are,O
modeled,O
overall how many humidifier of this model are modeled,sentence
in,O
this,O
model,O
tell,O
me,O
how,O
many,O
condenser,B_mep_obj
are,O
existing,O
in this model tell me how many condenser are existing,sentence
in,O
total,O
overall,O
how,O
many,O
evaporative,B_mep_obj
coolers,I_mep_obj
of,O
this,O
model,O
are,O
existing,O
?,O
in total overall how many evaporative coolers of this model are existing ?,sentence
tell,O
me,O
how,O
many,O
cooled,B_mep_obj
beam,I_mep_obj
are,O
available,O
tell me how many cooled beam are available,sentence
",",O
overall,O
how,O
many,O
electric,B_mep_obj
generators,I_mep_obj
items,O
that,O
exist,O
there,O
", overall how many electric generators items that exist there",sentence
overall,O
how,O
many,O
water,B_mep_obj
boiler,I_mep_obj
of,O
the,O
building,O
exist,O
overall how many water boiler of the building exist,sentence
how,O
many,O
electric,B_mep_obj
motors,I_mep_obj
is,O
there,O
how many electric motors is there,sentence
in,O
total,O
",",O
how,O
many,O
chiller,B_mep_obj
are,O
available,O
?,O
"in total , how many chiller are available ?",sentence
how,O
many,O
burners,B_mep_obj
items,O
is,O
there,O
how many burners items is there,sentence
in,O
this,O
model,O
tell,O
me,O
how,O
many,O
coils,B_mep_obj
instances,O
that,O
exist,O
there,O
in this model tell me how many coils instances that exist there,sentence
",",O
overall,O
how,O
many,O
power,B_mep_obj
generator,I_mep_obj
of,O
the,O
model,O
that,O
exist,O
there,O
", overall how many power generator of the model that exist there",sentence
",",O
overall,O
how,O
many,O
air-to-air,B_mep_obj
heat,I_mep_obj
recovery,I_mep_obj
objects,O
of,O
the,O
building,O
are,O
existing,O
", overall how many air-to-air heat recovery objects of the building are existing",sentence
in,O
this,O
model,O
",",O
how,O
many,O
coils,B_mep_obj
of,O
this,O
model,O
are,O
there,O
?,O
"in this model , how many coils of this model are there ?",sentence
how,O
many,O
engine,B_mep_obj
exist,O
how many engine exist,sentence
how,O
many,O
transformers,B_mep_obj
of,O
the,O
model,O
are,O
available,O
how many transformers of the model are available,sentence
overall,O
how,O
many,O
cooling,B_mep_obj
tower,I_mep_obj
elements,O
of,O
this,O
model,O
exist,O
?,O
overall how many cooling tower elements of this model exist ?,sentence
in,O
this,O
model,O
how,O
many,O
coils,B_mep_obj
of,O
this,O
model,O
are,O
existing,O
?,O
in this model how many coils of this model are existing ?,sentence
tell,O
me,O
how,O
many,O
water,B_mep_obj
boilers,I_mep_obj
of,O
the,O
model,O
are,O
there,O
?,O
tell me how many water boilers of the model are there ?,sentence
tell,O
me,O
how,O
many,O
heat,B_mep_obj
exchangers,I_mep_obj
items,O
are,O
modeled,O
tell me how many heat exchangers items are modeled,sentence
tell,O
me,O
how,O
many,O
chiller,B_mep_obj
is,O
there,O
?,O
tell me how many chiller is there ?,sentence
how,O
many,O
water,B_mep_obj
boilers,I_mep_obj
of,O
this,O
model,O
are,O
there,O
how many water boilers of this model are there,sentence
overall,O
how,O
many,O
evaporators,B_mep_obj
are,O
modeled,O
overall how many evaporators are modeled,sentence
",",O
how,O
many,O
heat,B_mep_obj
exchanger,I_mep_obj
are,O
available,O
", how many heat exchanger are available",sentence
overall,O
how,O
many,O
condenser,B_mep_obj
exist,O
?,O
overall how many condenser exist ?,sentence
tell,O
me,O
how,O
many,O
boilers,B_mep_obj
is,O
there,O
tell me how many boilers is there,sentence
tell,O
me,O
how,O
many,O
evaporative,B_mep_obj
coolers,I_mep_obj
instances,O
exist,O
?,O
tell me how many evaporative coolers instances exist ?,sentence
in,O
this,O
model,O
",",O
overall,O
how,O
many,O
cooler,B_mep_obj
of,O
this,O
model,O
are,O
available,O
?,O
"in this model , overall how many cooler of this model are available ?",sentence
in,O
this,O
model,O
tell,O
me,O
how,O
many,O
engines,B_mep_obj
of,O
this,O
model,O
are,O
modeled,O
in this model tell me how many engines of this model are modeled,sentence
overall,O
how,O
many,O
boiler,B_mep_obj
exist,O
overall how many boiler exist,sentence
how,O
many,O
tube,B_mep_obj
bundles,I_mep_obj
instances,O
of,O
this,O
model,O
are,O
available,O
how many tube bundles instances of this model are available,sentence
